kind,C,mode,thr,int_f1,int_lipid5,fire,apo_pdb_f1,apo_pdb_auc,apo_pdb_fire,alphafold_f1,alphafold_auc,alphafold_fire,holdout_mean
compact,10.0,mean,0.95,0.8997430799753933,0.665684058083963,0.021708278580814717,0.7419354838709676,0.7925373134328357,0.15384615384615385,0.775,0.8565744600227359,0.1342281879194631,0.7584677419354838
compact,30.0,mean,0.95,0.8997430799753933,0.665684058083963,0.021734559789750328,0.7419354838709676,0.7925373134328357,0.15384615384615385,0.775,0.8565744600227359,0.1342281879194631,0.7584677419354838
rich,0.3,mean,0.95,0.8998792212739782,0.6658280651144299,0.020446780551905387,0.7419354838709676,0.7937313432835821,0.1452991452991453,0.775,0.8565744600227359,0.1342281879194631,0.7584677419354838
rich,1.0,mean,0.95,0.8999464436202609,0.665964843157755,0.021366622864651776,0.7419354838709676,0.7925373134328357,0.15384615384615385,0.775,0.8565744600227359,0.1342281879194631,0.7584677419354838
no_base,0.1,mean,0.95,0.9000656400090188,0.6659521342389617,0.018107752956636004,0.7419354838709676,0.7916417910447762,0.13675213675213677,0.775,0.8561955286093217,0.12751677852348994,0.7584677419354838
compact,0.03,mean,0.95,0.8999057723106807,0.6656858118281727,0.014638633377135349,0.7401574803149608,0.7826865671641792,0.1282051282051282,0.775,0.8597953770367563,0.12751677852348994,0.7575787401574804
compact,0.3,vsterol,0.9,0.8990497082133857,0.6650541808400462,0.028699080157687254,0.746031746031746,0.7877611940298508,0.1794871794871795,0.7682926829268293,0.8283440697233801,0.20134228187919462,0.7571622144792877
compact,1.0,vsterol,0.9,0.8991424652165394,0.6651474209332862,0.029724047306176084,0.746031746031746,0.7877611940298508,0.1794871794871795,0.7682926829268293,0.8283440697233801,0.20134228187919462,0.7571622144792877
rich,0.3,vsterol,0.9,0.899141768052281,0.6650919715377205,0.02888304862023653,0.746031746031746,0.7877611940298508,0.1794871794871795,0.7682926829268293,0.8283440697233801,0.20134228187919462,0.7571622144792877
compact,1.0,vsterol,0.95,0.8992819889943905,0.6653572397484381,0.02128777923784494,0.7419354838709676,0.7856716417910448,0.15384615384615385,0.7721518987341772,0.8639636225843123,0.1342281879194631,0.7570436913025724
compact,3.0,vsterol,0.95,0.8991662498112938,0.665260387448196,0.02152431011826544,0.7419354838709676,0.7856716417910448,0.15384615384615385,0.7721518987341772,0.8639636225843123,0.1342281879194631,0.7570436913025724
compact,10.0,vsterol,0.95,0.8991662498112938,0.665260387448196,0.021708278580814717,0.7419354838709676,0.7856716417910448,0.15384615384615385,0.7721518987341772,0.8639636225843123,0.1342281879194631,0.7570436913025724
compact,30.0,vsterol,0.95,0.8991662498112938,0.665260387448196,0.021734559789750328,0.7419354838709676,0.7856716417910448,0.15384615384615385,0.7721518987341772,0.8639636225843123,0.1342281879194631,0.7570436913025724
rich,0.3,vsterol,0.95,0.8992765300750715,0.6653943590561455,0.020446780551905387,0.7419354838709676,0.7871641791044777,0.1452991452991453,0.7721518987341772,0.8639636225843123,0.1342281879194631,0.7570436913025724
rich,1.0,vsterol,0.95,0.8993691582622961,0.665426833494942,0.021366622864651776,0.7419354838709676,0.7856716417910448,0.15384615384615385,0.7721518987341772,0.8639636225843123,0.1342281879194631,0.7570436913025724
no_base,0.1,vsterol,0.95,0.8993736310839314,0.6654466807422268,0.018107752956636004,0.7419354838709676,0.786865671641791,0.13675213675213677,0.7721518987341772,0.8645320197044335,0.12751677852348994,0.7570436913025724
simple,0.1,maxlegacy,0.9,0.892735269703642,0.6551241042261047,0.026990801576872538,0.748091603053435,0.755223880597015,0.20512820512820512,0.7657142857142858,0.7368321333838576,0.2214765100671141,0.7569029443838604
simple,0.3,maxlegacy,0.9,0.8931853534850228,0.6557322954913403,0.029960578186596584,0.748091603053435,0.7558208955223881,0.21367521367521367,0.7657142857142858,0.7383478590375142,0.24161073825503357,0.7569029443838604
simple,1.0,maxlegacy,0.9,0.8932725915185848,0.6558737652496521,0.031432325886990804,0.748091603053435,0.7558208955223881,0.21367521367521367,0.7657142857142858,0.7324744221295946,0.2550335570469799,0.7569029443838604
simple,3.0,maxlegacy,0.9,0.8932725915185848,0.6558737652496521,0.03201051248357424,0.748091603053435,0.7522388059701492,0.2222222222222222,0.7657142857142858,0.7324744221295946,0.2550335570469799,0.7569029443838604
simple,10.0,maxlegacy,0.9,0.8933624896082505,0.6560448882443045,0.03208935611038108,0.748091603053435,0.7522388059701492,0.2222222222222222,0.7657142857142858,0.7324744221295946,0.2550335570469799,0.7569029443838604
simple,30.0,maxlegacy,0.9,0.8933624896082505,0.6560448882443045,0.0321419185282523,0.748091603053435,0.7522388059701492,0.2222222222222222,0.7657142857142858,0.7324744221295946,0.2550335570469799,0.7569029443838604
rich,0.03,paper17,0.9,0.8963166792320301,0.6580578691451524,0.023180026281208934,0.7441860465116278,0.7770149253731343,0.19658119658119658,0.7692307692307692,0.7800303145130733,0.2080536912751678,0.7567084078711985
compact,0.1,paper17,0.95,0.897663752138766,0.6613000057019544,0.018423127463863338,0.746031746031746,0.7985074626865671,0.1623931623931624,0.7672955974842767,0.8385752178855628,0.12751677852348994,0.7566636717580113
