kind,C,mode,thr,int_f1,int_lipid5,fire,apo_pdb_f1,apo_pdb_auc,apo_pdb_fire,alphafold_f1,alphafold_auc,alphafold_fire,holdout_mean
simple,30.0,mean,0.99,0.9000429604149752,0.6661518799172775,0.014375821287779238,0.7301587301587301,0.7737313432835822,0.10256410256410256,0.7777777777777779,0.8493747631678666,0.14093959731543623,0.753968253968254
compact,0.03,paper17,0.95,0.8978491258547636,0.6613196877640781,0.014638633377135349,0.7401574803149608,0.7844776119402985,0.1282051282051282,0.7672955974842767,0.8417961348995832,0.12751677852348994,0.7537265388996187
rich,0.03,mean,0.95,0.8999215632699429,0.6657268781025948,0.015558475689881734,0.7401574803149608,0.7820895522388059,0.13675213675213677,0.7672955974842767,0.8558165971959075,0.12080536912751678,0.7537265388996187
compact,0.03,mean,0.9,0.899664723459382,0.6653658346340392,0.021892247043363993,0.7441860465116278,0.7755223880597015,0.18803418803418803,0.761904761904762,0.8025767336112164,0.19463087248322147,0.7530454042081949
compact,0.1,blend_base25,0.9,0.9010759134354736,0.66694229799713,0.02659658344283837,0.7401574803149608,0.7949253731343283,0.19658119658119658,0.7654320987654322,0.8410382720727549,0.20134228187919462,0.7527947895401965
no_base,0.03,mean,0.95,0.8996074963767324,0.6654651728173866,0.013850197109067017,0.7401574803149608,0.7838805970149254,0.1111111111111111,0.7654320987654322,0.8387646835922697,0.1342281879194631,0.7527947895401965
simple,10.0,vsterol,0.99,0.8995780123845656,0.6654319131557952,0.014323258869908016,0.7301587301587301,0.7746268656716419,0.10256410256410256,0.775,0.8558165971959076,0.14093959731543623,0.7525793650793651
simple,30.0,vsterol,0.99,0.8995780123845656,0.6654319131557952,0.014375821287779238,0.7301587301587301,0.7746268656716419,0.10256410256410256,0.775,0.8558165971959076,0.14093959731543623,0.7525793650793651
no_base,10.0,mean,0.95,0.9003054098379696,0.6662781337604973,0.022128777923784496,0.7377049180327869,0.7952238805970149,0.13675213675213677,0.7672955974842767,0.8550587343690792,0.12751677852348994,0.7525002577585318
no_base,10.0,paper17,0.95,0.8978709316608914,0.6618162819865752,0.022128777923784496,0.7377049180327869,0.8023880597014925,0.13675213675213677,0.7672955974842767,0.8374384236453203,0.12751677852348994,0.7525002577585318
no_base,30.0,mean,0.95,0.9003054098379696,0.6662781337604973,0.02226018396846255,0.7377049180327869,0.7952238805970149,0.13675213675213677,0.7672955974842767,0.8550587343690792,0.12751677852348994,0.7525002577585318
no_base,30.0,paper17,0.95,0.8977793543624217,0.6617520249584627,0.02226018396846255,0.7377049180327869,0.8023880597014925,0.13675213675213677,0.7672955974842767,0.8374384236453203,0.12751677852348994,0.7525002577585318
simple,0.1,maxlegacy,0.99,0.8979702125230418,0.6623511848943838,0.00911957950065703,0.7286821705426356,0.74,0.10256410256410256,0.7757575757575758,0.8169761273209549,0.11409395973154363,0.7522198731501057
rich,3.0,mean,0.95,0.900039887437166,0.6660543536472656,0.021839684625492774,0.7419354838709676,0.7976119402985076,0.1452991452991453,0.7625000000000001,0.8482379689276242,0.14093959731543623,0.7522177419354839
rich,3.0,paper17,0.95,0.8976103308306219,0.6615787793534698,0.021839684625492774,0.7419354838709676,0.8038805970149254,0.1452991452991453,0.7625000000000001,0.830428192497158,0.14093959731543623,0.7522177419354839
rich,1.0,mean,0.9,0.9000353733390482,0.6658117049037007,0.02967148488830486,0.736,0.7850746268656716,0.17094017094017094,0.7682926829268293,0.8404698749526336,0.18791946308724833,0.7521463414634146
rich,3.0,mean,0.9,0.8999148345249945,0.665859771779354,0.030249671484888305,0.736,0.7850746268656716,0.17094017094017094,0.7682926829268293,0.8404698749526336,0.18791946308724833,0.7521463414634146
rich,10.0,mean,0.9,0.8999148345249945,0.665859771779354,0.030617608409986858,0.736,0.7850746268656716,0.17094017094017094,0.7682926829268293,0.8404698749526336,0.18791946308724833,0.7521463414634146
rich,30.0,mean,0.9,0.8999148345249945,0.665859771779354,0.03064388961892247,0.736,0.7850746268656716,0.17094017094017094,0.7682926829268293,0.8404698749526336,0.18791946308724833,0.7521463414634146
no_base,0.1,mean,0.9,0.8997606489036564,0.6655867180071937,0.026228646517739818,0.7401574803149608,0.777910447761194,0.1794871794871795,0.7636363636363636,0.8266388783630163,0.19463087248322147,0.7518969219756622
simple,0.03,maxlegacy,0.9,0.8919166409751504,0.6544269408294037,0.021103810775295665,0.7424242424242424,0.7468656716417911,0.17094017094017094,0.7613636363636365,0.7186434255399774,0.2214765100671141,0.7518939393939394
compact,0.3,paper17,0.95,0.897663752138766,0.6613000057019544,0.02049934296977661,0.736,0.7898507462686568,0.15384615384615385,0.7672955974842767,0.8385752178855628,0.12751677852348994,0.7516477987421384
rich,0.1,paper17,0.95,0.8975706694127719,0.6612566508632446,0.018633377135348225,0.736,0.7898507462686568,0.15384615384615385,0.7672955974842767,0.8385752178855628,0.12751677852348994,0.7516477987421384
compact,0.03,vsterol,0.9,0.8992271669552372,0.6651092907529553,0.021892247043363993,0.7441860465116278,0.7707462686567164,0.18803418803418803,0.7590361445783131,0.8069344448654794,0.19463087248322147,0.7516110955449704
simple,3.0,mean,0.99,0.9000429604149752,0.6661518799172775,0.01419185282522996,0.7301587301587301,0.7737313432835822,0.10256410256410256,0.7730061349693251,0.8344069723380069,0.1476510067114094,0.7515824325640277
compact,0.1,vsterol,0.99,0.9011563479715761,0.6668973970313483,0.0074638633377135345,0.7377049180327869,0.801492537313433,0.042735042735042736,0.7643312101910829,0.8641530882910193,0.0738255033557047,0.7510180641119348
compact,0.3,vsterol,0.99,0.9005493693049398,0.6662895434142176,0.009250985545335086,0.7377049180327869,0.7967164179104478,0.05982905982905983,0.7643312101910829,0.8641530882910193,0.087248322147651,0.7510180641119348
compact,1.0,vsterol,0.99,0.9006151335964926,0.6662878321666839,0.010223390275952694,0.7377049180327869,0.7967164179104478,0.05982905982905983,0.7643312101910829,0.8641530882910193,0.09395973154362416,0.7510180641119348
compact,3.0,vsterol,0.99,0.9005461254065598,0.6662682946946411,0.010696452036793692,0.7377049180327869,0.7967164179104478,0.05982905982905983,0.7643312101910829,0.8628268283440697,0.10067114093959731,0.7510180641119348
compact,10.0,vsterol,0.99,0.9006583950635865,0.6664212084475548,0.010827858081471747,0.7377049180327869,0.7967164179104478,0.05982905982905983,0.7643312101910829,0.8628268283440697,0.10067114093959731,0.7510180641119348
compact,30.0,vsterol,0.99,0.9006583950635865,0.6664212084475548,0.010827858081471747,0.7377049180327869,0.7967164179104478,0.05982905982905983,0.7643312101910829,0.8628268283440697,0.10067114093959731,0.7510180641119348
rich,0.1,vsterol,0.99,0.9004990323937673,0.6665319212274753,0.00783180026281209,0.7377049180327869,0.801492537313433,0.042735042735042736,0.7643312101910829,0.8637741568776052,0.06711409395973154,0.7510180641119348
rich,0.3,vsterol,0.99,0.9006825614978673,0.6665240959307885,0.00961892247043364,0.7377049180327869,0.801492537313433,0.05128205128205128,0.7643312101910829,0.8641530882910193,0.087248322147651,0.7510180641119348
rich,1.0,vsterol,0.99,0.9004979353994251,0.6663985999423413,0.010328515111695137,0.7377049180327869,0.7967164179104478,0.05982905982905983,0.7643312101910829,0.8628268283440697,0.10067114093959731,0.7510180641119348
rich,3.0,vsterol,0.99,0.9007966892329868,0.6666790066078966,0.01061760840998686,0.7377049180327869,0.7988059701492538,0.07692307692307693,0.7643312101910829,0.8628268283440697,0.10067114093959731,0.7510180641119348
rich,10.0,vsterol,0.99,0.9009802471417104,0.6668617571906472,0.010670170827858082,0.7377049180327869,0.7988059701492538,0.07692307692307693,0.7643312101910829,0.8628268283440697,0.09395973154362416,0.7510180641119348
rich,10.0,maxlegacy,0.99,0.8997419933706153,0.6650016065409831,0.010670170827858082,0.7377049180327869,0.8017910447761193,0.07692307692307693,0.7643312101910829,0.8616900341038272,0.09395973154362416,0.7510180641119348
rich,30.0,vsterol,0.99,0.9008646340459968,0.6667253548036054,0.010670170827858082,0.7377049180327869,0.7988059701492538,0.07692307692307693,0.7643312101910829,0.8628268283440697,0.09395973154362416,0.7510180641119348
rich,30.0,maxlegacy,0.99,0.8997419933706153,0.6648053271157163,0.010670170827858082,0.7377049180327869,0.8017910447761193,0.07692307692307693,0.7643312101910829,0.8616900341038272,0.09395973154362416,0.7510180641119348
no_base,0.3,vsterol,0.99,0.9011238418801577,0.6669937111144207,0.008830486202365309,0.7377049180327869,0.7967164179104478,0.05128205128205128,0.7643312101910829,0.8641530882910193,0.08053691275167785,0.7510180641119348
no_base,0.3,maxlegacy,0.99,0.8998705252534481,0.6651278488807266,0.008830486202365309,0.7377049180327869,0.7997014925373135,0.05128205128205128,0.7643312101910829,0.8628268283440698,0.08053691275167785,0.7510180641119348
no_base,1.0,vsterol,0.99,0.9007297328878859,0.6665205426436956,0.010065703022339027,0.7377049180327869,0.7967164179104478,0.05982905982905983,0.7643312101910829,0.8628268283440697,0.09395973154362416,0.7510180641119348
no_base,1.0,maxlegacy,0.99,0.8995163994888362,0.6644545424365063,0.010065703022339027,0.7377049180327869,0.8,0.05982905982905983,0.7643312101910829,0.8616900341038272,0.09395973154362416,0.7510180641119348
no_base,3.0,vsterol,0.99,0.9009171971865824,0.6667270478882387,0.010459921156373193,0.7377049180327869,0.7967164179104478,0.05982905982905983,0.7643312101910829,0.8628268283440697,0.09395973154362416,0.7510180641119348
no_base,3.0,maxlegacy,0.99,0.8995876778333809,0.6647321344889783,0.010459921156373193,0.7377049180327869,0.8,0.05982905982905983,0.7643312101910829,0.8616900341038272,0.09395973154362416,0.7510180641119348
no_base,10.0,vsterol,0.95,0.899541247387223,0.6656612086048291,0.022128777923784496,0.7377049180327869,0.7874626865671641,0.13675213675213677,0.7643312101910829,0.8626373626373627,0.12751677852348994,0.7510180641119348
no_base,10.0,vsterol,0.99,0.9008261554278698,0.6666657619785259,0.010722733245729303,0.7377049180327869,0.7964179104477613,0.06837606837606838,0.7643312101910829,0.8628268283440697,0.09395973154362416,0.7510180641119348
no_base,10.0,maxlegacy,0.99,0.8994054368031875,0.6645950591055813,0.010722733245729303,0.7377049180327869,0.7994029850746268,0.06837606837606838,0.7643312101910829,0.8616900341038272,0.09395973154362416,0.7510180641119348
no_base,30.0,vsterol,0.95,0.899541247387223,0.6656612086048291,0.02226018396846255,0.7377049180327869,0.7874626865671641,0.13675213675213677,0.7643312101910829,0.8626373626373627,0.12751677852348994,0.7510180641119348
no_base,30.0,vsterol,0.99,0.9008261554278698,0.6666657619785259,0.010801576872536137,0.7377049180327869,0.7964179104477613,0.06837606837606838,0.7643312101910829,0.8628268283440697,0.09395973154362416,0.7510180641119348
no_base,30.0,maxlegacy,0.99,0.8994054368031875,0.6645950591055813,0.010801576872536137,0.7377049180327869,0.7994029850746268,0.06837606837606838,0.7643312101910829,0.8616900341038272,0.09395973154362416,0.7510180641119348
rich,0.03,mean,0.9,0.899612861680958,0.664939078899078,0.023180026281208934,0.7441860465116278,0.7743283582089553,0.19658119658119658,0.7573964497041421,0.7938613111026904,0.2080536912751678,0.7507912481078849
no_base,0.03,mean,0.9,0.8994272851800781,0.6648039183189325,0.02176084099868594,0.7441860465116278,0.7814925373134329,0.19658119658119658,0.7573964497041421,0.7912087912087913,0.21476510067114093,0.7507912481078849
compact,0.3,blend_base25,0.9,0.9010759134354736,0.66694229799713,0.028699080157687254,0.736,0.7949253731343284,0.1794871794871795,0.7654320987654322,0.841417203486169,0.20134228187919462,0.7507160493827161
compact,1.0,blend_base25,0.9,0.901170017003794,0.6670384518432839,0.029724047306176084,0.736,0.7949253731343284,0.1794871794871795,0.7654320987654322,0.841417203486169,0.20134228187919462,0.7507160493827161
rich,0.3,blend_base25,0.9,0.9010759134354736,0.66694229799713,0.02888304862023653,0.736,0.7949253731343284,0.1794871794871795,0.7654320987654322,0.841417203486169,0.20134228187919462,0.7507160493827161
rich,1.0,vsterol,0.9,0.8991424652165394,0.6651474209332862,0.02967148488830486,0.736,0.7788059701492538,0.17094017094017094,0.7654320987654322,0.839143615005684,0.18791946308724833,0.7507160493827161
rich,3.0,vsterol,0.9,0.8990240344245335,0.6651944076544304,0.030249671484888305,0.736,0.7788059701492538,0.17094017094017094,0.7654320987654322,0.839143615005684,0.18791946308724833,0.7507160493827161
rich,10.0,vsterol,0.9,0.8990240344245335,0.6651944076544304,0.030617608409986858,0.736,0.7788059701492538,0.17094017094017094,0.7654320987654322,0.839143615005684,0.18791946308724833,0.7507160493827161
rich,30.0,vsterol,0.9,0.8990240344245335,0.6651944076544304,0.03064388961892247,0.736,0.7788059701492538,0.17094017094017094,0.7654320987654322,0.839143615005684,0.18791946308724833,0.7507160493827161
no_base,0.3,mean,0.9,0.8997311518483153,0.6657308511354348,0.028567674113009197,0.736,0.7850746268656716,0.17094017094017094,0.7654320987654322,0.8471011746873816,0.174496644295302,0.7507160493827161
rich,3.0,vsterol,0.95,0.8994621739280925,0.6655163439844525,0.021839684625492774,0.7419354838709676,0.7916417910447762,0.1452991452991453,0.7594936708860759,0.8567639257294429,0.14093959731543623,0.7507145773785218
no_base,0.1,vsterol,0.9,0.8992534977938059,0.6653265254108982,0.026228646517739818,0.7401574803149608,0.7725373134328358,0.1794871794871795,0.7607361963190185,0.8249336870026525,0.19463087248322147,0.7504468383169896
simple,1.0,mean,0.95,0.8998770298398786,0.6652942005957548,0.024494086727989486,0.7384615384615385,0.7605970149253731,0.19658119658119658,0.761904761904762,0.7821144372868511,0.18791946308724833,0.7501831501831502
simple,1.0,paper17,0.95,0.8965214871337334,0.6590584524139522,0.024494086727989486,0.7384615384615385,0.7626865671641792,0.19658119658119658,0.761904761904762,0.7696097006441834,0.18791946308724833,0.7501831501831502
simple,3.0,mean,0.95,0.8998770298398786,0.6652942005957548,0.025019710906701707,0.7384615384615385,0.7632835820895523,0.21367521367521367,0.761904761904762,0.7821144372868511,0.18791946308724833,0.7501831501831502
simple,3.0,paper17,0.95,0.8964115718600901,0.6592063898250475,0.025019710906701707,0.7384615384615385,0.766268656716418,0.21367521367521367,0.761904761904762,0.7696097006441834,0.18791946308724833,0.7501831501831502
simple,10.0,mean,0.95,0.8998770298398786,0.6652942005957548,0.02530880420499343,0.7384615384615385,0.7632835820895523,0.21367521367521367,0.761904761904762,0.7821144372868511,0.18791946308724833,0.7501831501831502
simple,10.0,paper17,0.95,0.8964115718600901,0.6592063898250475,0.02530880420499343,0.7384615384615385,0.766268656716418,0.21367521367521367,0.761904761904762,0.7696097006441834,0.18791946308724833,0.7501831501831502
simple,30.0,mean,0.95,0.8998770298398786,0.6652942005957548,0.02530880420499343,0.7384615384615385,0.7632835820895523,0.21367521367521367,0.761904761904762,0.7821144372868511,0.18791946308724833,0.7501831501831502
simple,30.0,paper17,0.95,0.8964115718600901,0.6592063898250475,0.02530880420499343,0.7384615384615385,0.766268656716418,0.21367521367521367,0.761904761904762,0.7696097006441834,0.18791946308724833,0.7501831501831502
simple,3.0,vsterol,0.99,0.8995780123845656,0.6654319131557952,0.01419185282522996,0.7301587301587301,0.7746268656716419,0.10256410256410256,0.7701863354037267,0.8402804092459266,0.1476510067114094,0.7501725327812284
simple,10.0,paper17,0.99,0.8985069649172134,0.6626689090284914,0.014323258869908016,0.7301587301587301,0.7707462686567164,0.10256410256410256,0.7701863354037267,0.8328912466843501,0.14093959731543623,0.7501725327812284
simple,30.0,paper17,0.99,0.8984162381001707,0.6626328229771383,0.014375821287779238,0.7301587301587301,0.7707462686567164,0.10256410256410256,0.7701863354037267,0.8328912466843501,0.14093959731543623,0.7501725327812284
no_base,1.0,mean,0.9,0.8999148345249945,0.665859771779354,0.029855453350854138,0.7419354838709676,0.7967164179104478,0.17094017094017094,0.7577639751552796,0.8452065176203107,0.16778523489932887,0.7498497295131237
rich,0.03,paper17,0.95,0.897586719531364,0.6611444385141901,0.015558475689881734,0.7401574803149608,0.784179104477612,0.13675213675213677,0.7594936708860759,0.8378173550587343,0.12080536912751678,0.7498255756005183
no_base,0.3,mean,0.95,0.9002313749637184,0.6661762893956759,0.020105124835742443,0.7317073170731707,0.7892537313432836,0.1452991452991453,0.7672955974842767,0.854679802955665,0.12080536912751678,0.7495014572787237
no_base,1.0,mean,0.95,0.9004204901544404,0.6663624360860787,0.021392904073587383,0.7317073170731707,0.7892537313432836,0.1452991452991453,0.7672955974842767,0.8550587343690792,0.12751677852348994,0.7495014572787237
no_base,1.0,paper17,0.95,0.8980808025143747,0.6619714986595959,0.021392904073587383,0.7317073170731707,0.7964179104477612,0.1452991452991453,0.7672955974842767,0.8374384236453203,0.12751677852348994,0.7495014572787237
no_base,3.0,mean,0.95,0.9004204901544404,0.6663624360860787,0.021865965834428385,0.7317073170731707,0.7892537313432836,0.1452991452991453,0.7672955974842767,0.8550587343690792,0.12751677852348994,0.7495014572787237
no_base,3.0,paper17,0.95,0.8979860119773623,0.6619015533044046,0.021865965834428385,0.7317073170731707,0.7964179104477612,0.1452991452991453,0.7672955974842767,0.8374384236453203,0.12751677852348994,0.7495014572787237
rich,0.03,vsterol,0.9,0.8994546253943316,0.6653087423707318,0.023180026281208934,0.7441860465116278,0.7692537313432835,0.19658119658119658,0.7544910179640718,0.7965138309965897,0.2080536912751678,0.7493385322378499
no_base,0.03,vsterol,0.9,0.8991791728044827,0.6651078980600039,0.02176084099868594,0.7441860465116278,0.7773134328358209,0.19658119658119658,0.7544910179640718,0.793103448275862,0.21476510067114093,0.7493385322378499
no_base,0.3,vsterol,0.9,0.8990240344245335,0.6651944076544304,0.028567674113009197,0.736,0.7788059701492538,0.17094017094017094,0.7625000000000001,0.8474801061007957,0.174496644295302,0.74925
no_base,0.03,paper17,0.95,0.8978303289615412,0.6613389377852309,0.013850197109067017,0.7401574803149608,0.7829850746268656,0.1111111111111111,0.7577639751552796,0.8226600985221675,0.1342281879194631,0.7489607277351202
simple,1.0,vsterol,0.95,0.8995294538448523,0.6654268138946842,0.024494086727989486,0.7384615384615385,0.7558208955223881,0.19658119658119658,0.7590361445783131,0.7859037514209928,0.18791946308724833,0.7487488415199258
simple,3.0,vsterol,0.95,0.8994184212675858,0.6652477094170721,0.025019710906701707,0.7384615384615385,0.757313432835821,0.21367521367521367,0.7590361445783131,0.7859037514209928,0.18791946308724833,0.7487488415199258
simple,10.0,vsterol,0.95,0.8993290398336079,0.6652085919453965,0.02530880420499343,0.7384615384615385,0.757313432835821,0.21367521367521367,0.7590361445783131,0.7859037514209928,0.18791946308724833,0.7487488415199258
simple,30.0,vsterol,0.95,0.8993290398336079,0.6652085919453965,0.02530880420499343,0.7384615384615385,0.757313432835821,0.21367521367521367,0.7590361445783131,0.7859037514209928,0.18791946308724833,0.7487488415199258
compact,0.03,blend_base25,0.95,0.9011699447706409,0.6669863577925667,0.014638633377135349,0.7301587301587301,0.7898507462686568,0.1282051282051282,0.7672955974842767,0.8601743084501705,0.12751677852348994,0.7487271638215034
simple,1.0,mean,0.99,0.9000429604149752,0.6661518799172775,0.01369250985545335,0.7244094488188977,0.7570149253731344,0.10256410256410256,0.7730061349693251,0.8344069723380069,0.1476510067114094,0.7487077918941114
compact,0.1,maxlegacy,0.99,0.8998070075886947,0.6648531219660218,0.0074638633377135345,0.7377049180327869,0.801492537313433,0.042735042735042736,0.7594936708860759,0.852216748768473,0.0738255033557047,0.7485992944594314
compact,0.3,maxlegacy,0.99,0.8991306603818674,0.6639970319551953,0.009250985545335086,0.7377049180327869,0.8,0.05982905982905983,0.7594936708860759,0.852216748768473,0.087248322147651,0.7485992944594314
compact,1.0,maxlegacy,0.99,0.8993108979615576,0.6639144618349918,0.010223390275952694,0.7377049180327869,0.8,0.05982905982905983,0.7594936708860759,0.8524062144751801,0.09395973154362416,0.7485992944594314
compact,3.0,maxlegacy,0.99,0.899149707916629,0.6638523288749795,0.010696452036793692,0.7377049180327869,0.8,0.05982905982905983,0.7594936708860759,0.8510799545282304,0.10067114093959731,0.7485992944594314
compact,10.0,maxlegacy,0.99,0.8992613556291491,0.664004296310529,0.010827858081471747,0.7377049180327869,0.8,0.05982905982905983,0.7594936708860759,0.8510799545282304,0.10067114093959731,0.7485992944594314
compact,30.0,maxlegacy,0.99,0.8992613556291491,0.664004296310529,0.010827858081471747,0.7377049180327869,0.8,0.05982905982905983,0.7594936708860759,0.8510799545282304,0.10067114093959731,0.7485992944594314
rich,0.1,maxlegacy,0.99,0.8993570270415904,0.6644120785406542,0.00783180026281209,0.7377049180327869,0.801492537313433,0.042735042735042736,0.7594936708860759,0.8518378173550588,0.06711409395973154,0.7485992944594314
rich,0.3,maxlegacy,0.99,0.8992862209345553,0.6641037776605837,0.00961892247043364,0.7377049180327869,0.801492537313433,0.05128205128205128,0.7594936708860759,0.852216748768473,0.087248322147651,0.7485992944594314
rich,1.0,maxlegacy,0.99,0.8990590749726102,0.6644899045459434,0.010328515111695137,0.7377049180327869,0.8,0.05982905982905983,0.7594936708860759,0.8510799545282304,0.10067114093959731,0.7485992944594314
rich,3.0,maxlegacy,0.99,0.899465578634006,0.6646867238261004,0.01061760840998686,0.7377049180327869,0.8017910447761193,0.07692307692307693,0.7594936708860759,0.8510799545282304,0.10067114093959731,0.7485992944594314
no_base,1.0,vsterol,0.9,0.8990240344245335,0.6651944076544304,0.029855453350854138,0.7419354838709676,0.7883582089552239,0.17094017094017094,0.7547169811320754,0.8455854490337248,0.16778523489932887,0.7483262325015215
no_base,0.3,vsterol,0.95,0.8994456297117985,0.6655154832295651,0.020105124835742443,0.7317073170731707,0.782089552238806,0.1452991452991453,0.7643312101910829,0.8630162940507768,0.12080536912751678,0.7480192636321268
no_base,1.0,vsterol,0.95,0.8996337745349452,0.6656989993025035,0.021392904073587383,0.7317073170731707,0.782089552238806,0.1452991452991453,0.7643312101910829,0.8626373626373627,0.12751677852348994,0.7480192636321268
no_base,3.0,vsterol,0.95,0.899541247387223,0.6656612086048291,0.021865965834428385,0.7317073170731707,0.782089552238806,0.1452991452991453,0.7643312101910829,0.8626373626373627,0.12751677852348994,0.7480192636321268
compact,3.0,blend_base25,0.9,0.901170017003794,0.6670384518432839,0.030091984231274637,0.7258064516129032,0.7901492537313433,0.1794871794871795,0.7701863354037267,0.8508904888215233,0.19463087248322147,0.7479963935083149
compact,10.0,blend_base25,0.9,0.901170017003794,0.6670384518432839,0.03040735873850197,0.7258064516129032,0.7901492537313433,0.1794871794871795,0.7701863354037267,0.8508904888215233,0.19463087248322147,0.7479963935083149
compact,30.0,blend_base25,0.9,0.901170017003794,0.6670384518432839,0.030512483574244416,0.7258064516129032,0.7901492537313433,0.1794871794871795,0.7701863354037267,0.8508904888215233,0.19463087248322147,0.7479963935083149
simple,0.3,mean,0.95,0.8998936746937328,0.6652204516932088,0.022864651773981604,0.7384615384615385,0.7605970149253731,0.19658119658119658,0.7573964497041421,0.7682834406972339,0.19463087248322147,0.7479289940828403
simple,0.3,paper17,0.95,0.8966327075416289,0.6590080942486743,0.022864651773981604,0.7384615384615385,0.7626865671641792,0.19658119658119658,0.7573964497041421,0.7542629784009094,0.19463087248322147,0.7479289940828403
simple,3.0,paper17,0.99,0.8985069649172134,0.6626689090284914,0.01419185282522996,0.7301587301587301,0.7707462686567164,0.10256410256410256,0.7654320987654322,0.819439181508147,0.1476510067114094,0.7477954144620811
rich,0.1,blend_base25,0.9,0.9010759134354736,0.66694229799713,0.02709592641261498,0.7301587301587301,0.786865671641791,0.18803418803418803,0.7654320987654322,0.8406593406593407,0.19463087248322147,0.7477954144620811
compact,0.1,blend_base25,0.95,0.9012640483389613,0.6670825116387205,0.018423127463863338,0.736,0.7949253731343284,0.1623931623931624,0.7594936708860759,0.856763925729443,0.12751677852348994,0.7477468354430379
simple,1.0,vsterol,0.99,0.899762151168915,0.665562359075174,0.01369250985545335,0.7244094488188977,0.7576119402985074,0.10256410256410256,0.7701863354037267,0.8402804092459266,0.1476510067114094,0.7472978921113123
rich,10.0,mean,0.95,0.9001314834985353,0.6661412751764406,0.02202365308804205,0.7317073170731707,0.7943283582089553,0.13675213675213677,0.7625000000000001,0.8482379689276242,0.14093959731543623,0.7471036585365853
rich,10.0,paper17,0.95,0.8977010576476645,0.6616632863957232,0.02202365308804205,0.7317073170731707,0.8005970149253732,0.13675213675213677,0.7625000000000001,0.830428192497158,0.14093959731543623,0.7471036585365853
rich,30.0,mean,0.95,0.9002267664539221,0.6662333467876939,0.02204993429697766,0.7317073170731707,0.7943283582089553,0.13675213675213677,0.7625000000000001,0.8482379689276242,0.14093959731543623,0.7471036585365853
rich,30.0,paper17,0.95,0.8977948747308544,0.6617494147601125,0.02204993429697766,0.7317073170731707,0.8005970149253732,0.13675213675213677,0.7625000000000001,0.830428192497158,0.14093959731543623,0.7471036585365853
no_base,0.1,vsterol,0.99,0.900969888890022,0.6670053155315702,0.006438896189224704,0.7377049180327869,0.801492537313433,0.042735042735042736,0.7564102564102564,0.8628268283440698,0.053691275167785234,0.7470575872215217
no_base,0.1,maxlegacy,0.99,0.9003377878786619,0.6659185320560276,0.006438896189224704,0.7377049180327869,0.801492537313433,0.042735042735042736,0.7564102564102564,0.8613111026904131,0.053691275167785234,0.7470575872215217
simple,0.3,vsterol,0.95,0.8995471725602455,0.6653524154086068,0.022864651773981604,0.7384615384615385,0.7558208955223881,0.19658119658119658,0.7544910179640718,0.7745358090185677,0.19463087248322147,0.7464762782128052
simple,0.3,mean,0.99,0.8999502696487608,0.6660844759937686,0.011957950065703023,0.7244094488188977,0.7576119402985075,0.09401709401709402,0.7682926829268293,0.8200075786282683,0.15436241610738255,0.7463510658728635
no_base,0.03,blend_base25,0.95,0.9010572713737122,0.6669425043895292,0.013850197109067017,0.7301587301587301,0.7904477611940299,0.1111111111111111,0.7625000000000001,0.8471011746873817,0.1342281879194631,0.7463293650793651
simple,0.1,vsterol,0.99,0.8999051154962976,0.6654692318664505,0.00911957950065703,0.71875,0.7444776119402985,0.10256410256410256,0.7730061349693251,0.8262599469496023,0.11409395973154363,0.7458780674846626
no_base,0.03,blend_base25,0.9,0.9011879264224867,0.6669045917913168,0.02176084099868594,0.7401574803149608,0.7895522388059703,0.19658119658119658,0.7515151515151516,0.8158393330807124,0.21476510067114093,0.7458363159150562
compact,1.0,blend_base25,0.95,0.9012377645221631,0.6672210353212482,0.02128777923784494,0.7317073170731707,0.7931343283582091,0.15384615384615385,0.7594936708860759,0.8569533914361501,0.1342281879194631,0.7456004939796232
compact,3.0,blend_base25,0.95,0.9011225636608482,0.6671367329956668,0.02152431011826544,0.7317073170731707,0.7931343283582091,0.15384615384615385,0.7594936708860759,0.8569533914361501,0.1342281879194631,0.7456004939796232
compact,10.0,blend_base25,0.95,0.9011225636608482,0.6671367329956668,0.021708278580814717,0.7317073170731707,0.7931343283582091,0.15384615384615385,0.7594936708860759,0.8569533914361501,0.1342281879194631,0.7456004939796232
compact,30.0,blend_base25,0.95,0.9011225636608482,0.6671367329956668,0.021734559789750328,0.7317073170731707,0.7931343283582091,0.15384615384615385,0.7594936708860759,0.8569533914361501,0.1342281879194631,0.7456004939796232
rich,0.3,blend_base25,0.95,0.9012377645221631,0.6672210353212482,0.020446780551905387,0.7317073170731707,0.7940298507462686,0.1452991452991453,0.7594936708860759,0.8569533914361501,0.1342281879194631,0.7456004939796232
rich,1.0,blend_base25,0.95,0.9012136994405021,0.6672882481471821,0.021366622864651776,0.7317073170731707,0.7931343283582091,0.15384615384615385,0.7594936708860759,0.8569533914361501,0.1342281879194631,0.7456004939796232
rich,10.0,vsterol,0.95,0.8995538160176334,0.6656057849782413,0.02202365308804205,0.7317073170731707,0.7880597014925373,0.13675213675213677,0.7594936708860759,0.8567639257294429,0.14093959731543623,0.7456004939796232
rich,30.0,vsterol,0.95,0.8996485606512381,0.66569522597203,0.02204993429697766,0.7317073170731707,0.7880597014925373,0.13675213675213677,0.7594936708860759,0.8567639257294429,0.14093959731543623,0.7456004939796232
