components,n_components,lipid5,lipid5_std,macro10,macro10_std,binary_f1,binary_f1_std,CLR,MYR,OLA,PLM,STE,apo_f1,apo_auroc,alphafold_f1,alphafold_auroc,holdout_mean,holdout_min
shell6_shape+hydro4+chem,3,0.6779283535619735,0.029961891352238746,0.7747812362041302,0.0184253787463788,0.9050089545458565,0.015840536855977003,0.769515705759856,0.7110813880845339,0.6137116440146919,0.6466905963133196,0.6486424336374655,0.7008547008547008,0.8056716417910448,0.6573426573426574,0.8584691170898067,0.679098679098679,0.6573426573426574
shape3+shape6+hydro4+chem,4,0.6777139357179298,0.03214444742153303,0.7753943165919809,0.018287049756519423,0.9050905636520922,0.015595675954723673,0.767325861863105,0.7094186199941613,0.6191877779987572,0.6475289287897067,0.6451084899439189,0.6782608695652174,0.7988059701492537,0.6620689655172415,0.8571428571428572,0.6701649175412294,0.6620689655172415
shape3+hydro4+geom+chem,4,0.6775242241569371,0.027552224493586634,0.77479713867887,0.016471887745225715,0.9049308866748303,0.015383190422183585,0.765467239467262,0.7127369710672049,0.6228118836670915,0.6495685308442828,0.6370364957388448,0.6181818181818182,0.8023880597014925,0.6571428571428571,0.8652898825312619,0.6376623376623376,0.6181818181818182
geom+chem,2,0.6774896519077028,0.030630918388255164,0.772668891145683,0.017146181101563452,0.9036643823421895,0.01702444158568077,0.7683391791565929,0.7136618899528017,0.6153500033054979,0.6528670957918074,0.637230091331814,0.6548672566371682,0.7949253731343283,0.6474820143884892,0.8624478969306556,0.6511746355128287,0.6474820143884892
shape6+shell6_shape+shell6_shape3+chem,4,0.6774507789736062,0.03176874763075536,0.774971088137415,0.017790402238767666,0.903952141891266,0.01721059880454373,0.7665776282507192,0.706782911023722,0.6172518556870089,0.6488941158854847,0.6477473840210963,0.7008547008547008,0.8008955223880597,0.6573426573426574,0.8584691170898068,0.679098679098679,0.6573426573426574
shape3+shell6_shape3+chem,3,0.677422315262677,0.031349451747823734,0.7751493933431053,0.017981189149424922,0.9052531306582655,0.014921935782939651,0.7678811542561305,0.7108585039774359,0.6217574721543528,0.6456930026246157,0.6409214433008504,0.6548672566371682,0.7997014925373136,0.7066666666666668,0.8626373626373627,0.6807669616519174,0.6548672566371682
shape3+shape6+hydro4+geom,4,0.6774062283967672,0.030173303993136013,0.7742846556148777,0.01768016784802057,0.9054088925033014,0.01460795433286281,0.7673278587490198,0.7094443999623917,0.6198500716138768,0.6493822305032169,0.6410265811553308,0.6181818181818182,0.7982089552238806,0.6474820143884892,0.861311102690413,0.6328319162851537,0.6181818181818182
shape3+shell6_shape+shell6_shape3,3,0.6773408479707086,0.030642192373414565,0.7749460642749274,0.018122528199926675,0.9041412227371352,0.017382848287546267,0.7655385001880601,0.7078407635050783,0.6147208896657116,0.6504378306060845,0.6481662558886085,0.7118644067796609,0.8008955223880597,0.6849315068493151,0.8620689655172413,0.698397956814488,0.6849315068493151
shape6+shell6_shape3,2,0.6771144064310923,0.030827682990906824,0.7743270698783171,0.017284952871655584,0.9035107791543355,0.017754967289830805,0.7639665559311267,0.6989633445521902,0.6102714839926088,0.6477557420414668,0.6646149056380686,0.6666666666666666,0.7925373134328358,0.618705035971223,0.8592269799166351,0.6426858513189448,0.618705035971223
shape6+shell6_shape+hydro4+geom,4,0.6769358384459992,0.02997906687411796,0.7748639421970037,0.01739606302443836,0.9044197328743073,0.016347917953502995,0.7716616583199166,0.7033545719629517,0.6133910298236479,0.6499425946458834,0.6463293374775967,0.6548672566371682,0.8017910447761194,0.6423357664233577,0.8588480485032209,0.6486015115302629,0.6423357664233577
shape3+shell6_shape+hydro4+geom,4,0.6769098947379765,0.029420586970764263,0.7742366126674434,0.017858032595063928,0.9044510492962082,0.015406707052852905,0.7654783309667278,0.7096047500755528,0.6128082640419337,0.6494146765081277,0.6472434520975401,0.6306306306306306,0.8026865671641792,0.676056338028169,0.8630162940507768,0.6533434843293998,0.6306306306306306
shape6+hydro4+chem,3,0.6767700478656533,0.033287981690735755,0.7740768465151352,0.01930361936930534,0.9049691568893441,0.0161907231099308,0.769241973880256,0.7041287116431387,0.615551295343755,0.6493643094467936,0.6455639490143236,0.672566371681416,0.8005970149253732,0.624113475177305,0.8550587343690792,0.6483399234293605,0.624113475177305
shape3+geom,2,0.6762323681164102,0.02871913634879312,0.773171717887228,0.017145882596987894,0.9033795540134285,0.0151417345968893,0.7614228950639068,0.7049978587812149,0.6228669421794656,0.6477050414050893,0.6441691031523749,0.6363636363636362,0.8005970149253732,0.6618705035971223,0.8707843880257673,0.6491170699803792,0.6363636363636362
shell6_shape3+hydro4+chem,3,0.6761412467371153,0.03168875602873385,0.7732450206076082,0.020196275420224584,0.9057846142514883,0.014111936054948001,0.770129936562642,0.7088779874230718,0.6097650707651318,0.649086006006338,0.6428472329283927,0.6607142857142858,0.8014925373134328,0.647887323943662,0.8647214854111406,0.6543008048289739,0.647887323943662
shape6+shell6_shape+chem,3,0.6761223998087078,0.0285257650773336,0.7735603392401399,0.016020560888257446,0.9035753358775758,0.016206610499948815,0.76805455490392,0.7073856191486156,0.6103612515780046,0.6496881481108221,0.645122425302177,0.7058823529411765,0.8029850746268656,0.6712328767123287,0.8520272830617659,0.6885576148267526,0.6712328767123287
shape3+shape6+shell6_shape+chem,4,0.675878224260045,0.03122259715349482,0.7748627266025846,0.015915474496821316,0.9037639261112644,0.015431133387143643,0.7624931153545748,0.707241936843507,0.6208852980344735,0.6470671282755225,0.641703642792147,0.7058823529411765,0.802089552238806,0.6666666666666667,0.8573323228495642,0.6862745098039216,0.6666666666666667
shape3+shape6,2,0.675823365451729,0.031707216449553544,0.7749607622746189,0.01710552477278502,0.9043054149601981,0.01494722064408934,0.759446794339284,0.701780632764005,0.6197389576869168,0.6519504460844565,0.6461999963839827,0.689655172413793,0.7940298507462688,0.6756756756756758,0.854490337248958,0.6826654240447344,0.6756756756756758
shell6_shape3+hydro4,2,0.6757576499579124,0.02989868942462634,0.7724407580988765,0.019728909302217452,0.9038594864182035,0.016519111900540517,0.7682030117332527,0.7077048933436907,0.6126762561322583,0.6446653843226298,0.6455387042577311,0.6486486486486487,0.7964179104477611,0.6428571428571429,0.8683213338385751,0.6457528957528957,0.6428571428571429
hydro4+geom+chem,3,0.6756113615602731,0.031044894370957962,0.7727581857233581,0.01752757057860146,0.9047196846615067,0.016511899088473832,0.7634908198356897,0.7125943547230262,0.6118283043692992,0.6515022695525117,0.638641059320839,0.6363636363636362,0.8017910447761194,0.6376811594202898,0.8656688139446761,0.637022397891963,0.6363636363636362
shape3+shape6+chem,3,0.6755622487799781,0.032008827703199905,0.7747445767677112,0.016841075793678547,0.9044156083189143,0.014588338724810058,0.7668926316342137,0.7092232258061337,0.6218294723717696,0.6475141294755073,0.6323517846122663,0.7008547008547008,0.7985074626865671,0.6845637583892618,0.8543008715422509,0.6927092296219812,0.6845637583892618
shape6+hydro4+geom,3,0.6755151512333784,0.03386099032620118,0.7733314232603344,0.020335534673184753,0.9037243267611427,0.01584171513428086,0.7659232017818515,0.7022951185913093,0.6179803223510236,0.6483655053370718,0.6430116081056358,0.6363636363636362,0.7964179104477612,0.6222222222222222,0.858658582796514,0.6292929292929292,0.6222222222222222
shape6+shell6_shape+hydro4,3,0.6754208538113546,0.03014062596388232,0.7741710619223052,0.01698484936166495,0.9026827536312158,0.01734249046338998,0.7643327275258818,0.7018745260275887,0.609106317217305,0.6489962288836382,0.65279446940236,0.689655172413793,0.8017910447761194,0.6524822695035462,0.8571428571428571,0.6710687209586697,0.6524822695035462
shape3+shell6_shape3,2,0.6753923537436606,0.03444944147457919,0.7738492584155291,0.02041160128081886,0.9036767266937776,0.016112101077890673,0.761712292256595,0.708921448172986,0.6171615733508862,0.6475892399065093,0.6415772150313264,0.6548672566371682,0.7982089552238806,0.6849315068493151,0.8671845395983326,0.6698993817432417,0.6548672566371682
shape3+shell6_shape+chem,3,0.6752058202626183,0.027510613643494143,0.7739274870234857,0.01600199945488979,0.903181884932209,0.014543433323383134,0.7602461151428906,0.707865024370839,0.6175948192067241,0.6447688391135018,0.645554303479136,0.7058823529411765,0.8023880597014925,0.6933333333333332,0.8571428571428572,0.6996078431372549,0.6933333333333332
shape6+shell6_shape+geom,3,0.6749910846446774,0.030903848817558414,0.773097118439213,0.01618584753769942,0.9037135188682341,0.01682799622428113,0.7660053215481546,0.7024526009763388,0.6143193307436133,0.6481133243358106,0.6440648456194696,0.6666666666666666,0.7982089552238807,0.6521739130434783,0.8558165971959075,0.6594202898550725,0.6521739130434783
shell6_shape+hydro4+geom,3,0.6748972919314066,0.029947256193563608,0.7720788184669248,0.01865694259049735,0.9040213699387993,0.016758823772200285,0.7633721615098128,0.7045108308603932,0.6072590220778064,0.649425803679973,0.649918641529048,0.6548672566371682,0.8026865671641791,0.6423357664233577,0.8628268283440698,0.6486015115302629,0.6423357664233577
shape3+chem,2,0.6748788725292107,0.02835482903102871,0.7726637418396537,0.01569139505411612,0.9037750418005359,0.016186765489108745,0.7600429833028852,0.7096114485027187,0.6208040003652452,0.6464482733372424,0.6374876571379617,0.6724137931034483,0.797313432835821,0.6887417218543047,0.8586585827965139,0.6805777574788765,0.6724137931034483
shape3+shape6+shell6_shape+hydro4,4,0.6745560982888179,0.030228873295181195,0.7749063642619342,0.01673665494488469,0.9049512903733041,0.016390044515250814,0.7625257065583483,0.7041253170843335,0.6133586547546027,0.6436829654563492,0.6490878475904559,0.7008547008547008,0.8026865671641791,0.6713286713286712,0.8582796513830997,0.686091686091686,0.6713286713286712
shell6_shape3+geom,2,0.6744887863746016,0.031769118575489606,0.7711244723462847,0.01974783549854174,0.9039401939352796,0.017010966928809528,0.7631233979262246,0.7011567307072135,0.6034856914868294,0.6497216588066176,0.6549564529461229,0.6428571428571428,0.791044776119403,0.6370370370370371,0.8685107995452823,0.6399470899470899,0.6370370370370371
shape6+shell6_shape,2,0.6741933568578431,0.02589396365619038,0.7732966858421382,0.014206073925017177,0.9022813268392033,0.01731431782123267,0.7582339432397337,0.7029668511738622,0.6070026737119799,0.6493579527576165,0.6534053634060232,0.722689075630252,0.7982089552238806,0.6620689655172415,0.8497536945812807,0.6923790205737468,0.6620689655172415
shape3+shell6_shape,2,0.6741535570120736,0.022998502914455658,0.7731356552750865,0.014399463853570434,0.9018925134647776,0.014429074095225624,0.7612659298980219,0.7040517638679882,0.6142231358876498,0.646976632716471,0.6442503226902373,0.6949152542372882,0.8056716417910448,0.7114093959731543,0.8577112542629785,0.7031623251052213,0.6949152542372882
shape3+shell6_shape+hydro4,3,0.6738761519890301,0.028765465933562172,0.7733671457392427,0.018018173804723852,0.9037484127399185,0.015288065014179293,0.7624312080517547,0.70755364997263,0.6074934374304927,0.6445591522387827,0.6473433122514902,0.6782608695652174,0.8050746268656717,0.6805555555555556,0.8594164456233422,0.6794082125603864,0.6782608695652174
shell6_shape+chem,2,0.6733534982568553,0.028336421447672497,0.7718389482648523,0.016791272277673602,0.9024514355451113,0.015919570342757462,0.7624822307962787,0.7106741611121806,0.6029956622546178,0.6441875593315229,0.646427877789676,0.7166666666666667,0.8038805970149253,0.6979865771812079,0.854490337248958,0.7073266219239374,0.6979865771812079
shape3+hydro4+chem,3,0.6732408220938392,0.030837663115009264,0.7719346859069381,0.018406210126429845,0.9039016463410846,0.014778580759400575,0.7604444344892175,0.7081471189094591,0.6144645189448268,0.6419402081394621,0.6412078299862302,0.6782608695652174,0.8011940298507463,0.6712328767123287,0.861311102690413,0.674746873138773,0.6712328767123287
shape6+chem,2,0.6732366193929654,0.03222352112423617,0.7715025233578178,0.01814901978472599,0.9037958128037421,0.016840570301815527,0.7659850625319415,0.7037302613637345,0.611885043801787,0.6470713366049438,0.6375113926624203,0.7008547008547008,0.8,0.6433566433566433,0.8525956801818871,0.6721056721056721,0.6433566433566433
shell6_shape+hydro4,2,0.6731953740102914,0.030384419842098526,0.7709515786388569,0.018855576960838994,0.9028774059892396,0.016322640919943756,0.7650357819260748,0.7020841021401647,0.6078505963576533,0.6418606038956837,0.6491457857318806,0.689655172413793,0.806268656716418,0.6619718309859155,0.8605532398635847,0.6758135016998543,0.6619718309859155
shell6_shape+shell6_shape3,2,0.6731785274855849,0.030737499028382523,0.7710482328294451,0.018493535394415242,0.9019011454434227,0.01796730314772355,0.7627482107750349,0.7113870054179294,0.5965103984490462,0.6475614327749903,0.6476855900109235,0.6949152542372882,0.7999999999999999,0.6382978723404256,0.8582796513830996,0.6666065632888569,0.6382978723404256
shape3+hydro4+geom,3,0.6730652208320415,0.029414780854693012,0.7722309990738505,0.017686290852012995,0.9038877226899886,0.015791941555749665,0.7591698307177136,0.7097502008038009,0.6104933251377223,0.6449754022657354,0.6409373452352348,0.6238532110091743,0.8011940298507463,0.6474820143884892,0.8671845395983326,0.6356676126988318,0.6238532110091743
shape6+hydro4,2,0.6730560011342034,0.03287843648368144,0.773250803318366,0.01849201872202895,0.9033866138178195,0.01762357622194556,0.7603888128433658,0.7008142063850871,0.6112750452625783,0.6503776919478154,0.6424242492321709,0.6486486486486487,0.797910447761194,0.6231884057971014,0.8565744600227359,0.6359185272228751,0.6231884057971014
shell6_shape+geom,2,0.6722101246433497,0.03045172142802809,0.7711486177061486,0.017743930546580817,0.903147130464341,0.015956255608350955,0.7630247425457746,0.7060186798829879,0.6019322842479631,0.6472031757644123,0.6428717407756107,0.6956521739130433,0.7982089552238806,0.6323529411764706,0.8611216369837059,0.664002557544757,0.6323529411764706
shape3+shape6+hydro4,3,0.6721803726666882,0.03419761484259464,0.772332286657226,0.0188848965692384,0.9039128106661919,0.015850698512632738,0.7592941558904552,0.7020486096302639,0.609452054161856,0.6462049648525157,0.6439020787983502,0.6548672566371682,0.8005970149253732,0.676056338028169,0.8586585827965139,0.6654617973326686,0.6548672566371682
shape6+geom,2,0.672161548582975,0.029053593755449,0.7711917106786439,0.01672787692052041,0.9045368173544311,0.0166308067922636,0.7596474411644644,0.698665777542256,0.6124393954813097,0.6493163188093669,0.6407388099174776,0.6607142857142858,0.7925373134328358,0.6222222222222222,0.8546798029556649,0.641468253968254,0.6222222222222222
shell6_shape3+chem,2,0.6720485753676365,0.0297848385020126,0.7695977968868146,0.019078529629973046,0.9024834031582869,0.015890260184414973,0.7602822260078317,0.7099494742103665,0.6053839230182048,0.6457411373549824,0.6388861162467976,0.6666666666666666,0.7970149253731343,0.6712328767123287,0.8609321712769988,0.6689497716894977,0.6666666666666666
hydro4+geom,2,0.6709384903022468,0.031053154416419714,0.7691055325336414,0.020156226433809484,0.9024366721093816,0.017133922949599024,0.7656984586254818,0.6978176538958057,0.6032696548584355,0.6484314783232854,0.6394752058082264,0.6296296296296297,0.8,0.626865671641791,0.8664266767715044,0.6282476506357103,0.626865671641791
hydro4+chem,2,0.6695705480142989,0.031827148309884215,0.7684693431729411,0.018428871135140825,0.9039385888570021,0.016787890231900054,0.7614762347653182,0.7044796083711143,0.5976945198758489,0.6475558548438464,0.6366465222153671,0.672566371681416,0.8041791044776119,0.6338028169014085,0.8592269799166351,0.6531845942914123,0.6338028169014085
shape3+hydro4,2,0.6667263310626275,0.0316361000477973,0.769241422689658,0.019413032385795965,0.9009218336968806,0.015980544295491145,0.7535952299847327,0.704827867177543,0.5985468476309254,0.6417418048681971,0.6349199056517396,0.6428571428571428,0.802089552238806,0.676056338028169,0.8639636225843123,0.6594567404426559,0.6428571428571428
